1,0.94801426,0.92852235,0.4545244,0.93179953,0.8145862,0.83971786,0.93893707,0.8742171,0.95534754,0.5510581,0.9480678,0.56805253,x,x,x,x,x,x,x,x,x,0.8127370476722717
2,0.9409643,0.9206616,0.44975933,0.9277339,0.80800706,0.8444215,0.92687684,0.8668468,0.92029244,0.49840033,0.92930347,0.4881446,0.85423243,x,x,x,x,x,x,x,x,0.7981265187263489
3,0.9481377,0.9060638,0.41675973,0.93243545,0.8015048,0.8362166,0.88456684,0.86978334,0.9338406,0.45449024,0.81508756,0.5027231,0.8881317,0.780738,x,x,x,x,x,x,x,0.783605694770813
4,0.938413,0.79382485,0.37798092,0.8195513,0.78337413,0.8030819,0.89405,0.85118234,0.8490688,0.3865409,0.5879379,0.38571253,0.85415936,0.67307603,0.7144033,x,x,x,x,x,x,0.7141571044921875
5,0.9342931,0.7948438,0.37488624,0.88294333,0.76168084,0.8245008,0.90790164,0.8473804,0.88330233,0.38659632,0.60659426,0.40125108,0.87609595,0.6930465,0.7078188,0.8767191,x,x,x,x,x,0.7349908947944641
6,0.9249449,0.5968577,0.32936752,0.8311266,0.76556575,0.81263113,0.8774761,0.8311537,0.88360864,0.38019013,0.5911682,0.33827412,0.87050796,0.69194156,0.7016617,0.8751143,0.65036,x,x,x,x,0.7030558586120605
7,0.89757675,0.32599652,0.3237657,0.8007172,0.6922754,0.56756365,0.5933896,0.8316624,0.762967,0.114569314,0.48166937,0.0016027797,0.74761945,0.79451334,0.70854175,0.86922073,0.6748965,0.51739645,x,x,x,0.5947746634483337
8,0.8453244,0.0072731553,0.22031136,0.2142127,0.49067488,0.31405452,0.19081269,0.753526,0.769633,0.1880323,0.03291721,0.00018776898,0.7152326,0.7043343,0.634969,0.85266256,0.61283666,0.35834187,0.38149244,x,x,0.43614888191223145
9,0.82854664,0.00018986757,0.1599011,0.17199278,0.41928616,0.08563135,0.03698352,0.6932906,0.25069532,0.0011500104,0.006526937,0.0,0.31036308,0.6804958,0.4441819,0.7645835,0.2752516,0.34183422,0.49955395,0.40334892,x,0.31869035959243774
10,0.7952918,0.00085754576,0.106650576,0.121477894,0.088580385,0.08025621,0.0016951369,0.6228274,0.18068223,2.7935572e-05,0.022852918,0.0,0.2459893,0.39671904,0.13692336,0.7256385,0.11307632,0.1959083,0.5130001,0.41084266,0.6011332,0.25525861978530884
