1,0.93390864,0.90369326,0.41117445,0.8627713,0.7046366,0.8042761,0.94811344,0.8752631,0.91579217,0.4454797,0.8855991,0.21748377,x,x,x,x,x,x,x,x,x,0.7423492074012756
2,0.93288666,0.9081758,0.4328729,0.85488635,0.70141715,0.819015,0.9255108,0.87061733,0.8256064,0.41437423,0.8419402,0.17829256,0.7181938,x,x,x,x,x,x,x,x,0.724906861782074
3,0.9277192,0.9107852,0.43321818,0.8386736,0.69582444,0.7905417,0.9416064,0.8619365,0.7902631,0.37471396,0.46518663,0.2156644,0.062341113,0.25855452,x,x,x,x,x,x,x,0.6119306683540344
4,0.9309541,0.9141744,0.3611466,0.85817087,0.70163596,0.79085803,0.9402815,0.87761813,0.7502965,0.4206524,0.60868603,0.1760606,0.010165872,0.24130775,0.5769351,x,x,x,x,x,x,0.6105963587760925
5,0.90689737,0.910358,0.34325093,0.8509416,0.67185307,0.78696215,0.9302373,0.87552094,0.70654124,0.33498678,0.55547297,0.24642065,0.00063138915,0.22666591,0.45522317,0.736508,x,x,x,x,x,0.5961544513702393
6,0.89182985,0.8624603,0.28548995,0.78832513,0.6480211,0.7553874,0.90723133,0.85780317,0.64383537,0.34720033,0.43314022,0.22734767,0.00023352412,0.2073288,0.38308403,0.67102945,0.0107916985,x,x,x,x,0.5247376561164856
7,0.8891397,0.86933094,0.33400068,0.7419512,0.599769,0.757952,0.90347344,0.8525318,0.6746467,0.26561573,0.012511527,0.22253081,0.00013251226,4.0438797e-05,0.33093596,0.67754376,0.009944235,0.124005556,x,x,x,0.4592253267765045
8,0.89015067,0.8736964,0.24385089,0.6464582,0.6485516,0.74921507,0.89539486,0.8558322,0.61528397,0.3583358,0.009160079,0.20251144,0.0,0.0,0.31584454,0.72451603,0.019306358,0.11225329,0.2902089,x,x,0.4447667896747589
9,0.847817,0.8151516,0.22347382,0.6453023,0.67960936,0.74214184,0.5686965,0.8615388,0.630675,0.2161522,0.016021628,0.16945823,1.2851169e-05,0.0,0.31408802,0.65219337,0.013677246,0.11975407,0.17044997,0.3587564,x,0.40224847197532654
10,0.8305542,0.76611495,0.1596258,0.5768575,0.63094735,0.7562462,0.47821587,0.84953254,0.6013848,0.27666405,0.020540215,0.14215034,7.2015864e-05,0.0,0.3768303,0.72349,0.015909825,0.10849739,0.185372,0.19941568,0.023139112,0.36769333481788635
